,Program Adı,Alt Program Adı,Faaliyet Adı,Kurum/Birim,Alt Faaliyet Adı,Finansman,Ekonomik,Tertip,İşlemler,2022,2023,2024,2021 YSHT,2022 Tavan Üstü,2021 KBÖ
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,BÜTÇE YÖNETİMİ,"Merkezi Yönetim Bütçesinin Hazırlanması, Uygulanması ve Kamu Bütçe Süreçlerinin Geliştirilmesi",KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,"Merkezi Yönetim Bütçesinin Hazırlanması, Uygulanması ve Kamu Bütçe Süreçlerinin Geliştirilmesi",Genel Bütçeli İdareler,Makine Teçhizat Bakım ve Onarım Giderleri,38.179.537.9571-0012.0031-01-03.07.30.02,,"14,000.00","15,000.00","16,000.00",0.00,0.00,"13,000.00"
-> İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,,,,,,,,,,0.00,0.00,"7,318,000.00",0.00,0.00,"4,354,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Ek Çalışma Karşılıkları,38.107.283.14758-0012.0031-01-01.01.50.01,,"33,000.00","38,000.00","42,000.00",0.00,0.00,"20,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Kırtasiye Alımları,38.107.283.14758-0012.0031-01-03.02.10.01,,"10,000.00","11,000.00","12,000.00",0.00,0.00,"10,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Diğer Yayın Alımları,38.107.283.14758-0012.0031-01-03.02.10.04,,"8,000.00","9,000.00","10,000.00",0.00,0.00,"8,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Baskı ve Cilt Giderleri,38.107.283.14758-0012.0031-01-03.02.10.05,,"15,000.00","16,000.00","17,000.00",0.00,0.00,"15,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Yurtiçi Geçici Görev Yollukları,38.107.283.14758-0012.0031-01-03.03.10.01,,"50,000.00","54,000.00","58,000.00",0.00,0.00,"125,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Yurtdışı Geçici Görev Yollukları,38.107.283.14758-0012.0031-01-03.03.10.03,,"26,000.00","28,000.00","30,000.00",0.00,0.00,"25,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Toplantı ve Organizasyon Hizmeti Alım Giderleri,38.107.283.14758-0012.0031-01-03.05.10.17,,"83,000.00","90,000.00","97,000.00",0.00,0.00,0.00
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Posta ve Telgraf Giderleri,38.107.283.14758-0012.0031-01-03.05.20.01,,"10,000.00","11,000.00","12,000.00",0.00,0.00,"20,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Sınıflandırmaya Girmeyen Diğer Hizmet Alımları,38.107.283.14758-0012.0031-01-03.05.90.90,,"31,000.00","34,000.00","37,000.00",0.00,0.00,"30,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,"Temsil, Tanıtma ve Ağırlama Giderleri",38.107.283.14758-0012.0031-01-03.06.10.01,,"40,000.00","44,000.00","47,000.00",0.00,0.00,"35,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Toplantı ve Organizasyon Giderleri,38.107.283.14758-0012.0031-01-03.06.20.01,,"40,000.00","44,000.00","47,000.00",0.00,0.00,"50,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Denetim Koordinasyon Kurulu,Genel Bütçeli İdareler,Makine Teçhizat Bakım ve Onarım Giderleri,38.107.283.14758-0012.0031-01-03.07.30.02,,"2,000.00","2,000.00","2,000.00",0.00,0.00,"2,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Temel Maaşlar,38.107.283.9572-0012.0031-01-01.01.10.01,,"2,811,000.00","3,259,000.00","3,631,000.00",0.00,0.00,"2,084,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Taban Aylığı,38.107.283.9572-0012.0031-01-01.01.10.02,,"309,000.00","358,000.00","399,000.00",0.00,0.00,0.00
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Zamlar ve Tazminatlar,38.107.283.9572-0012.0031-01-01.01.20.01,,"1,368,000.00","1,587,000.00","1,769,000.00",0.00,0.00,"1,148,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Ödenekler,38.107.283.9572-0012.0031-01-01.01.30.01,,"3,000.00","4,000.00","5,000.00",0.00,0.00,"1,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Sosyal Haklar,38.107.283.9572-0012.0031-01-01.01.40.01,,"36,000.00","42,000.00","47,000.00",0.00,0.00,"30,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Ek Çalışma Karşılıkları,38.107.283.9572-0012.0031-01-01.01.50.01,,"3,000.00","3,000.00","3,000.00",0.00,0.00,0.00
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,657 S.K. 4/B Sözleşmeli Personel Ücretleri,38.107.283.9572-0012.0031-01-01.02.10.01,,0.00,0.00,0.00,0.00,0.00,"4,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Sosyal Güvenlik Primi Ödemeleri,38.107.283.9572-0012.0031-01-02.01.10.01,,"378,000.00","438,000.00","488,000.00",0.00,0.00,"311,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Sağlık Primi Ödemeleri,38.107.283.9572-0012.0031-01-02.01.10.02,,"233,000.00","270,000.00","301,000.00",0.00,0.00,"193,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Kırtasiye Alımları,38.107.283.9572-0012.0031-01-03.02.10.01,,"10,000.00","11,000.00","12,000.00",0.00,0.00,"20,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Büro  Malzemesi Alımları,38.107.283.9572-0012.0031-01-03.02.10.02,,"2,000.00","2,000.00","2,000.00",0.00,0.00,"2,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Diğer Yayın Alımları,38.107.283.9572-0012.0031-01-03.02.10.04,,"11,000.00","12,000.00","13,000.00",0.00,0.00,"11,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Baskı ve Cilt Giderleri,38.107.283.9572-0012.0031-01-03.02.10.05,,"20,000.00","22,000.00","24,000.00",0.00,0.00,"26,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Diğer Tüketim Mal ve Malzemesi Alımları,38.107.283.9572-0012.0031-01-03.02.90.90,,"4,000.00","4,000.00","4,000.00",0.00,0.00,"4,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Yurtiçi Geçici Görev Yollukları,38.107.283.9572-0012.0031-01-03.03.10.01,,"60,000.00","65,000.00","70,000.00",0.00,0.00,"60,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Yurtdışı Geçici Görev Yollukları,38.107.283.9572-0012.0031-01-03.03.10.03,,"54,000.00","59,000.00","64,000.00",0.00,0.00,"50,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Yurtiçi Sürekli Görev Yollukları,38.107.283.9572-0012.0031-01-03.03.20.01,,"4,000.00","4,000.00","4,000.00",0.00,0.00,"4,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Posta ve Telgraf Giderleri,38.107.283.9572-0012.0031-01-03.05.20.01,,"5,000.00","5,000.00","5,000.00",0.00,0.00,"3,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,İlan Giderleri,38.107.283.9572-0012.0031-01-03.05.40.01,,"15,000.00","16,000.00","17,000.00",0.00,0.00,"15,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Kurslara Katılma ve Eğitim Giderleri,38.107.283.9572-0012.0031-01-03.05.90.03,,"7,000.00","8,000.00","9,000.00",0.00,0.00,"5,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Sınıflandırmaya Girmeyen Diğer Hizmet Alımları,38.107.283.9572-0012.0031-01-03.05.90.90,,"9,000.00","10,000.00","11,000.00",0.00,0.00,"5,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,"Temsil, Tanıtma ve Ağırlama Giderleri",38.107.283.9572-0012.0031-01-03.06.10.01,,"10,000.00","11,000.00","12,000.00",0.00,0.00,"14,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Büro ve İşyeri Mal ve Malzeme Alımları,38.107.283.9572-0012.0031-01-03.07.10.01,,"4,000.00","4,000.00","4,000.00",0.00,0.00,"8,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Büro ve İşyeri Makine ve Techizat Alımları,38.107.283.9572-0012.0031-01-03.07.10.02,,"4,000.00","4,000.00","4,000.00",0.00,0.00,"9,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,İç Kontrol ve İç Denetim Merkezi Uyumlaştırma Faaliyeti,Genel Bütçeli İdareler,Makine Teçhizat Bakım ve Onarım Giderleri,38.107.283.9572-0012.0031-01-03.07.30.02,,"7,000.00","8,000.00","9,000.00",0.00,0.00,"7,000.00"
-> Mali Kontrol,,,,,,,,,,0.00,0.00,"20,581,000.00",0.00,0.00,"11,897,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Temel Maaşlar,38.107.282.9573-0012.0031-01-01.01.10.01,,"8,433,000.00","9,776,000.00","10,892,000.00",0.00,0.00,"6,253,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Taban Aylığı,38.107.282.9573-0012.0031-01-01.01.10.02,,"922,000.00","1,069,000.00","1,191,000.00",0.00,0.00,0.00
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Zamlar ve Tazminatlar,38.107.282.9573-0012.0031-01-01.01.20.01,,"4,107,000.00","4,764,000.00","5,310,000.00",0.00,0.00,"3,445,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Ödenekler,38.107.282.9573-0012.0031-01-01.01.30.01,,"1,000.00","1,000.00","1,000.00",0.00,0.00,"3,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Sosyal Haklar,38.107.282.9573-0012.0031-01-01.01.40.01,,"109,000.00","126,000.00","140,000.00",0.00,0.00,"91,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Ek Çalışma Karşılıkları,38.107.282.9573-0012.0031-01-01.01.50.01,,"2,000.00","2,000.00","2,000.00",0.00,0.00,"2,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Sosyal Güvenlik Primi Ödemeleri,38.107.282.9573-0012.0031-01-02.01.10.01,,"1,129,000.00","1,310,000.00","1,460,000.00",0.00,0.00,"932,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Sağlık Primi Ödemeleri,38.107.282.9573-0012.0031-01-02.01.10.02,,"698,000.00","810,000.00","903,000.00",0.00,0.00,"578,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Kırtasiye Alımları,38.107.282.9573-0012.0031-01-03.02.10.01,,"40,000.00","44,000.00","47,000.00",0.00,0.00,"29,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Büro  Malzemesi Alımları,38.107.282.9573-0012.0031-01-03.02.10.02,,"4,000.00","4,000.00","4,000.00",0.00,0.00,"4,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Diğer Yayın Alımları,38.107.282.9573-0012.0031-01-03.02.10.04,,"11,000.00","12,000.00","13,000.00",0.00,0.00,"11,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Baskı ve Cilt Giderleri,38.107.282.9573-0012.0031-01-03.02.10.05,,"50,000.00","54,000.00","58,000.00",0.00,0.00,"64,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Diğer Tüketim Mal ve Malzemesi Alımları,38.107.282.9573-0012.0031-01-03.02.90.90,,"11,000.00","12,000.00","13,000.00",0.00,0.00,"11,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Yurtiçi Geçici Görev Yollukları,38.107.282.9573-0012.0031-01-03.03.10.01,,"180,000.00","196,000.00","211,000.00",0.00,0.00,"179,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Yurtdışı Geçici Görev Yollukları,38.107.282.9573-0012.0031-01-03.03.10.03,,"160,000.00","174,000.00","188,000.00",0.00,0.00,"151,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Yurtiçi Sürekli Görev Yollukları,38.107.282.9573-0012.0031-01-03.03.20.01,,"12,000.00","13,000.00","14,000.00",0.00,0.00,"12,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Posta ve Telgraf Giderleri,38.107.282.9573-0012.0031-01-03.05.20.01,,"13,000.00","14,000.00","15,000.00",0.00,0.00,"12,000.00"
,STRATEJİK YÖNETİM VE KAYNAK TAHSİSİ,MALİ YÖNETİM VE KONTROL,Mali Kontrol,KAMU MALİ YÖNETİM VE DÖNÜŞÜM GENEL MÜDÜRLÜĞÜ,Mali Kontrol,Genel Bütçeli İdareler,Kurslara Katılma ve Eğitim Giderleri,38.107.282.9573-0012.0031-01-03.05.90.03,,"17,000.00","18,000.00","19,000.00",0.00,0.00,"16,000.00"
